loan_amnt,funded_amnt,funded_amnt_inv,term (months),int_rate (%),installment,grade,sub_grade,emp_length (year),home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,revol_bal,revol_util (%),total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_amnt,funded_ratio,credit_history_age,payment_ratio
24000,24000,24000.0,36.0,10.65,781.76,B,B2,10,RENT,45000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,14.8,0,1990-02-01,0,5,24708,55.2,9,28143.25001,28143.25,24000.0,4143.25,791.58,1.0,21.843835616438355,0.032573333333333336
6000,6000,6000.0,36.0,13.49,203.59,C,C1,10,RENT,80000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,11.58,0,2002-02-01,0,8,15499,83.8,16,7328.920002,7328.92,6000.0,1328.92,212.86,1.0,9.835616438356164,0.033931666666666666
6000,6000,6000.0,36.0,13.49,203.59,C,C1,5,RENT,50000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,15.38,0,2004-03-01,1,6,15191,91.5,7,7328.920002,7328.92,6000.0,1328.92,214.39,1.0,7.756164383561644,0.033931666666666666
2100,2100,2100.0,36.0,12.42,70.18,B,B4,10,MORTGAGE,30000.0,Not Verified,2011-12-01,Fully Paid,vacation,19.72,0,1995-07-01,1,12,12183,82.9,26,2553.84,2553.84,2100.0,423.84,72.44,1.0,16.43013698630137,0.03341904761904762
5500,5500,5500.0,36.0,6.62,168.88,A,A2,8,MORTGAGE,110000.0,Verified,2011-12-01,Fully Paid,small_business,9.69,0,1994-08-01,0,7,14136,21.9,26,6079.289999,6079.29,5500.0,579.29,178.58,1.0,17.345205479452055,0.030705454545454546
11000,11000,11000.0,36.0,6.62,337.75,A,A2,8,OWN,45608.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,20.5,0,1992-06-01,0,7,10677,58.7,11,12158.61,12158.61,11000.0,1158.61,349.86,1.0,19.512328767123286,0.030704545454545453
26800,26800,26800.0,60.0,20.89,723.38,F,F1,3,MORTGAGE,120000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,12.15,0,2006-05-01,0,13,14772,48.0,18,32895.86293,32895.86,26800.0,6095.86,23499.05,1.0,5.589041095890411,0.026991791044776118
8000,8000,8000.0,36.0,12.69,268.36,B,B5,5,MORTGAGE,35000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,10.05,0,2002-10-01,0,7,6842,97.7,18,9000.143229,9000.14,8000.0,1000.14,5514.5,1.0,9.172602739726027,0.033545
10000,10000,10000.0,36.0,18.25,362.78,D,D5,1,RENT,75000.0,Source Verified,2011-12-01,Charged Off,credit_card,24.14,0,1997-03-01,0,9,22828,96.3,26,11730.6,11730.6,8320.22,3145.08,200.0,1.0,14.761643835616438,0.036278
8000,8000,8000.0,36.0,11.71,264.61,B,B3,9,MORTGAGE,35000.0,Verified,2011-12-01,Fully Paid,credit_card,9.7,0,2006-04-01,0,7,6142,46.5,8,9435.85818,9435.86,8000.0,1435.86,2295.56,1.0,5.671232876712328,0.03307625
10000,10000,10000.0,36.0,8.9,317.54,A,A5,6,RENT,24000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,7.0,0,2000-01-01,0,6,6734,49.5,21,10869.33055,10869.33,10000.0,869.33,6743.26,1.0,11.923287671232877,0.031754000000000004
12000,12000,12000.0,36.0,11.71,396.92,B,B3,2,MORTGAGE,126000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,13.32,0,1990-04-01,0,17,32711,54.1,38,14183.43257,14183.43,12000.0,2183.43,3074.04,1.0,21.682191780821917,0.03307666666666667
10000,10000,10000.0,36.0,7.9,312.91,A,A4,1,RENT,43000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,25.26,0,2003-06-01,0,8,8215,37.2,16,11264.48,11264.48,10000.0,1264.48,4.84,1.0,8.506849315068493,0.031291
12000,12000,12000.0,36.0,9.91,386.7,B,B1,1,RENT,50000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,16.44,0,2000-01-01,1,11,14335,29.3,25,13921.18,13921.18,12000.0,1921.18,392.03,1.0,11.923287671232877,0.032225
25000,25000,23088.16106,60.0,13.49,575.12,C,C1,10,MORTGAGE,67000.0,Verified,2011-12-01,Charged Off,credit_card,14.15,0,1999-08-01,0,6,15319,91.2,21,23880.65,20309.6,13833.2,8008.11,1179.0,1.0,12.342465753424657,0.0230048
19750,19750,19725.0,36.0,10.65,643.33,B,B2,4,RENT,45000.0,Verified,2011-12-01,Charged Off,debt_consolidation,22.8,0,2000-09-01,0,12,16576,54.2,28,11930.65,11915.62,8590.58,2698.78,787.01,1.0,11.254794520547945,0.032573670886075955
10000,10000,10000.0,36.0,9.91,322.25,B,B1,3,RENT,31200.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,14.81,0,2005-10-01,0,13,5540,27.0,19,10904.83903,10904.84,10000.0,904.84,6912.69,1.0,6.16986301369863,0.032225
13650,13650,13650.0,36.0,12.42,456.12,B,B4,4,RENT,66000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,24.09,0,2001-02-01,0,11,8933,56.5,34,16012.11212,16012.11,13650.0,2362.11,5980.83,1.0,10.835616438356164,0.03341538461538462
28000,11800,11775.0,60.0,19.91,312.04,E,E4,10,RENT,52000.0,Verified,2011-12-01,Charged Off,debt_consolidation,20.7,0,1988-12-01,0,10,29178,87.6,16,12173.07,12147.29,4281.54,4759.37,312.04,0.42142857142857143,23.013698630136986,0.026444067796610172
18000,18000,18000.0,36.0,7.9,563.23,A,A4,10,RENT,56964.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,27.55,0,1999-02-01,0,7,17381,76.6,20,20276.0603,20276.06,18000.0,2276.06,567.29,1.0,12.838356164383562,0.03129055555555556
2500,2500,2500.0,36.0,14.27,85.78,C,C2,7,RENT,49500.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,10.33,0,2004-11-01,1,7,9868,37.7,20,2529.902083,2529.9,2500.0,29.9,2530.74,1.0,7.0849315068493155,0.034312
21000,21000,20120.80657,60.0,20.3,559.89,E,E5,10,RENT,70000.0,Verified,2011-12-01,Fully Paid,credit_card,23.21,0,1991-12-01,2,17,12508,70.7,25,27097.72185,24863.3,21000.0,6097.72,17029.75,1.0,20.013698630136986,0.026661428571428572
35000,35000,35000.0,36.0,8.9,1111.37,A,A5,6,MORTGAGE,125000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,22.71,0,2000-08-01,0,8,9051,34.8,32,40009.00999,40009.01,35000.0,5009.01,1123.85,1.0,11.33972602739726,0.03175342857142857
10000,10000,10000.0,36.0,7.51,311.11,A,A3,3,RENT,33000.0,Not Verified,2011-12-01,Fully Paid,credit_card,9.75,0,2004-10-01,1,9,68,0.6,19,11028.3575,11028.36,10000.0,1028.36,4190.34,1.0,7.16986301369863,0.031111
7000,7000,7000.0,36.0,12.69,234.82,B,B5,0,RENT,30000.0,Source Verified,2011-12-01,Fully Paid,credit_card,15.8,0,2004-08-01,2,7,15455,47.6,11,8453.250717,8453.25,7000.0,1453.25,238.06,1.0,7.336986301369863,0.03354571428571428
24000,24000,24000.0,36.0,15.96,843.3,C,C5,8,MORTGAGE,90000.0,Source Verified,2011-12-01,Charged Off,home_improvement,9.17,0,1995-06-01,1,9,30952,71.2,23,5895.68,5895.68,3813.57,2082.11,843.3,1.0,16.512328767123286,0.035137499999999995
10625,10625,10625.0,36.0,7.51,330.56,A,A3,5,MORTGAGE,23000.0,Not Verified,2011-12-01,Fully Paid,medical,18.89,0,2005-02-01,1,9,7114,43.4,21,11843.01164,11843.01,10625.0,1218.01,2594.01,1.0,6.832876712328767,0.031111529411764705
5000,5000,5000.0,36.0,14.65,172.48,C,C3,2,RENT,24000.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,18.3,0,2005-11-01,2,5,2429,33.3,9,5682.99014,5682.99,5000.0,682.99,3615.46,1.0,6.0849315068493155,0.034496
8850,8850,8850.0,36.0,6.62,271.73,A,A2,10,RENT,62000.0,Source Verified,2011-12-01,Fully Paid,credit_card,17.71,0,1998-09-01,0,7,9466,35.9,19,9782.190001,9782.19,8850.0,932.19,5.67,1.0,13.257534246575343,0.03070395480225989
6375,6375,6375.0,36.0,7.51,198.34,A,A3,4,RENT,44000.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,4.8,0,2000-11-01,0,7,6324,58.0,11,6737.872873,6737.87,6375.0,362.87,2585.54,1.0,11.087671232876712,0.0311121568627451
6000,6000,6000.0,36.0,11.71,198.46,B,B3,1,RENT,90000.0,Not Verified,2011-12-01,Fully Paid,credit_card,2.97,1,2007-05-01,0,10,8489,56.6,23,7041.911592,7041.91,6000.0,1041.91,2082.79,1.0,4.589041095890411,0.03307666666666667
11100,11100,11100.0,36.0,6.62,340.82,A,A2,10,RENT,41000.0,Verified,2011-12-01,Charged Off,credit_card,29.85,0,1991-01-01,1,8,17518,62.3,18,8120.14,8120.14,6516.79,976.85,340.82,1.0,20.92876712328767,0.030704504504504505
10000,10000,10000.0,60.0,12.69,225.95,B,B5,2,MORTGAGE,56000.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,10.82,0,2000-04-01,1,11,10081,31.2,18,12739.07,12739.07,10000.0,2739.07,5526.53,1.0,11.673972602739726,0.022595
6200,6200,6200.0,36.0,6.03,188.71,A,A1,5,MORTGAGE,26500.0,Not Verified,2011-12-01,Fully Paid,small_business,18.2,0,2000-06-01,0,6,2982,16.0,18,6793.18285,6793.18,6200.0,593.18,1.83,1.0,11.506849315068493,0.03043709677419355
15000,15000,15000.0,36.0,18.64,547.12,E,E1,1,RENT,54000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,19.69,0,2006-08-01,2,9,15183,90.3,12,19405.30244,19405.3,15000.0,4405.3,4641.23,1.0,5.336986301369863,0.03647466666666667
4200,4200,4200.0,36.0,11.71,138.92,B,B3,2,RENT,53000.0,Not Verified,2011-12-01,Fully Paid,other,16.91,0,2002-12-01,0,15,8336,79.7,22,5001.080367,5001.08,4200.0,801.08,141.26,1.0,9.005479452054795,0.033076190476190474
14000,14000,14000.0,36.0,14.27,480.33,C,C2,4,RENT,52800.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,7.36,0,2005-02-01,1,9,13378,70.8,14,14488.26632,14488.27,14000.0,488.27,13531.87,1.0,6.832876712328767,0.034309285714285716
8875,8875,8875.0,36.0,7.51,276.11,A,A3,1,MORTGAGE,38000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,23.53,0,1993-06-01,1,13,19056,62.1,27,9713.561012,9713.56,8875.0,838.56,4472.8,1.0,18.512328767123286,0.03111098591549296
13500,13500,13500.0,36.0,9.91,435.04,B,B1,7,RENT,38000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,12.38,0,1997-05-01,1,3,16023,67.3,7,15659.00546,15659.01,13500.0,2159.01,307.62,1.0,14.594520547945205,0.03222518518518519
12000,12000,12000.0,36.0,9.91,386.7,B,B1,2,RENT,42000.0,Not Verified,2011-12-01,Charged Off,debt_consolidation,7.83,0,2006-06-01,2,8,9749,65.4,16,11234.49,11234.49,9011.72,1807.88,386.7,1.0,5.504109589041096,0.032225
16000,16000,15975.0,60.0,19.91,423.11,E,E4,4,RENT,55000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,15.8,0,2004-02-01,0,8,7743,72.4,19,22286.22034,22251.4,16000.0,6286.22,10869.79,1.0,7.835616438356165,0.026444375
21600,21600,20498.26578,60.0,19.42,565.32,E,E3,8,MORTGAGE,60000.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,16.74,1,1990-12-01,0,6,13354,78.1,21,27586.78141,24859.66,21600.0,5986.78,17416.49,1.0,21.013698630136986,0.026172222222222225
6000,6000,6000.0,36.0,10.65,195.44,B,B2,6,MORTGAGE,87000.0,Not Verified,2011-12-01,Fully Paid,home_improvement,12.86,2,2000-03-01,0,12,11739,40.5,22,7000.232528,7000.23,6000.0,1000.23,1335.92,1.0,11.758904109589041,0.032573333333333336
8450,8450,8425.0,60.0,16.77,208.97,D,D2,5,OWN,25000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,22.51,0,2004-03-01,2,6,17614,83.5,21,12206.22001,12170.11,8450.0,3756.22,3239.35,1.0,7.756164383561644,0.0247301775147929
20000,20000,18590.33777,60.0,13.49,460.1,C,C1,1,RENT,82000.0,Not Verified,2011-12-01,Fully Paid,credit_card,17.68,0,1995-02-01,0,13,26693,61.4,23,26403.41,23753.25,20000.0,6403.41,9848.46,1.0,16.84109589041096,0.023005
10000,10000,10000.0,36.0,11.71,330.76,B,B3,8,RENT,60000.0,Not Verified,2011-12-01,Charged Off,debt_consolidation,22.08,0,2001-07-01,0,8,5626,29.3,26,6002.23,6002.23,4293.91,1388.86,62.38,1.0,10.424657534246576,0.033076
12000,12000,12000.0,36.0,16.29,423.61,D,D1,5,MORTGAGE,80000.0,Verified,2011-12-01,Fully Paid,credit_card,18.18,0,2002-04-01,0,8,29609,97.2,11,14949.9047,14949.9,12000.0,2949.9,4368.56,1.0,9.673972602739726,0.03530083333333334
13475,13475,13450.0,60.0,13.49,309.99,C,C1,10,RENT,25000.0,Verified,2011-12-01,Charged Off,credit_card,21.89,0,2001-12-01,1,7,9943,65.8,14,6198.89,6187.44,3516.74,2682.15,28.0,1.0,10.005479452054795,0.02300482374768089
7200,7200,7200.0,36.0,12.42,240.59,B,B4,5,RENT,48000.0,Not Verified,2011-12-01,Fully Paid,major_purchase,17.43,0,2006-09-01,1,7,16450,80.2,10,8677.64414,8677.64,7200.0,1462.64,19.26,1.0,5.252054794520548,0.03341527777777778
5600,5600,5600.0,36.0,14.65,193.17,C,C3,1,MORTGAGE,85000.0,Not Verified,2011-12-01,Charged Off,debt_consolidation,12.24,1,1999-05-01,3,8,6812,90.8,31,1350.86,1350.86,905.39,445.47,193.17,1.0,12.594520547945205,0.034494642857142856
12000,12000,11975.0,36.0,14.27,411.71,C,C2,0,RENT,57000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,10.86,0,1998-08-01,1,7,9273,81.5,11,14401.59573,14371.59,12000.0,2401.6,5359.38,1.0,13.342465753424657,0.03430916666666667
8500,8500,8500.0,36.0,6.03,258.71,A,A1,2,RENT,25000.0,Not Verified,2011-12-01,Fully Paid,credit_card,1.73,0,2005-10-01,0,6,2463,28.0,18,9074.821136,9074.82,8500.0,574.82,4936.27,1.0,6.16986301369863,0.03043647058823529
8000,8000,8000.0,36.0,9.91,257.8,B,B1,2,RENT,34000.0,Source Verified,2011-12-01,Fully Paid,credit_card,18.28,0,2005-12-01,0,6,7434,78.5,7,9280.79,9280.79,8000.0,1280.79,262.31,1.0,6.002739726027397,0.032225000000000004
8000,8000,8000.0,36.0,12.42,267.33,B,B4,10,RENT,40000.0,Not Verified,2011-12-01,Fully Paid,credit_card,15.0,0,2004-05-01,0,10,18601,88.2,11,9623.539087,9623.54,8000.0,1623.54,269.73,1.0,7.589041095890411,0.033416249999999995
16000,16000,8150.0,60.0,15.27,382.92,C,C4,10,RENT,42656.4,Source Verified,2011-12-01,Fully Paid,debt_consolidation,17.44,0,2001-10-01,1,4,12830,92.3,17,22394.08,11406.98,16000.0,6394.08,199.56,1.0,10.172602739726027,0.023932500000000002
15000,15000,15000.0,36.0,17.27,536.81,D,D3,2,MORTGAGE,44400.0,Source Verified,2011-12-01,Fully Paid,house,3.59,1,1983-06-01,0,6,4582,91.6,16,17994.71325,17994.71,15000.0,2994.71,9412.4,1.0,28.52054794520548,0.03578733333333333
10000,10000,10000.0,36.0,9.91,322.25,B,B1,2,OWN,30000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,11.24,0,1995-02-01,1,8,9152,66.8,30,11387.44049,11387.44,10000.0,1387.44,369.43,1.0,16.84109589041096,0.032225
10000,10000,10000.0,36.0,6.62,307.04,A,A2,5,MORTGAGE,70000.0,Not Verified,2011-12-01,Fully Paid,credit_card,16.78,0,1994-08-01,0,9,10770,69.0,18,10903.4743,10903.47,10000.0,903.47,4152.52,1.0,17.345205479452055,0.030704000000000002
8000,8000,8000.0,36.0,14.65,275.96,C,C3,3,RENT,28000.0,Not Verified,2011-12-01,Fully Paid,car,12.6,0,2006-09-01,1,8,6187,54.3,11,8637.015205,8637.02,8000.0,637.02,6983.56,1.0,5.252054794520548,0.034495
22000,22000,22000.0,36.0,9.91,708.95,B,B1,2,MORTGAGE,50000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,13.22,0,1998-09-01,4,17,21470,49.8,32,25523.44999,25523.45,22000.0,3523.45,1430.05,1.0,13.257534246575343,0.032225000000000004
6000,6000,6000.0,36.0,14.27,205.86,C,C2,10,MORTGAGE,94800.0,Verified,2011-12-01,Fully Paid,car,24.53,0,1986-03-01,1,13,71890,95.9,30,7217.547545,7217.55,6000.0,1217.55,1960.88,1.0,25.76986301369863,0.03431
16000,16000,15975.0,60.0,9.91,339.25,B,B1,10,OWN,40000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,9.39,0,1993-06-01,1,6,13270,28.5,23,20209.06,20177.48,16000.0,4209.06,3585.81,1.0,18.512328767123286,0.021203125
2500,2500,2500.0,36.0,7.51,77.78,A,A3,10,OWN,12000.0,Source Verified,2011-12-01,Charged Off,debt_consolidation,16.3,0,1994-08-01,2,13,4853,42.2,20,1838.88,1838.88,1575.06,253.74,77.78,1.0,17.345205479452055,0.031112
13500,13500,13500.0,36.0,9.91,435.04,B,B1,2,MORTGAGE,36000.0,Source Verified,2011-12-01,Fully Paid,credit_card,22.93,0,1980-04-01,1,13,25011,67.2,15,15622.37656,15622.38,13500.0,2122.38,1706.24,1.0,31.687671232876713,0.03222518518518519
25000,25000,25000.0,36.0,12.42,835.39,B,B4,2,RENT,225000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,8.32,1,2004-07-01,0,11,30449,34.6,23,30073.68,30073.68,25000.0,5073.68,842.08,1.0,7.421917808219178,0.0334156
10000,10000,10000.0,36.0,13.49,339.31,C,C1,2,RENT,45900.0,Verified,2011-12-01,Fully Paid,small_business,24.97,0,2004-10-01,2,10,8936,48.3,12,12177.62544,12177.63,10000.0,2177.63,1669.38,1.0,7.16986301369863,0.033931
2500,2500,2500.0,36.0,13.49,84.83,C,C1,4,RENT,27200.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,6.44,0,2008-07-01,0,6,3473,68.1,6,3053.71,3053.71,2500.0,553.71,95.98,1.0,3.419178082191781,0.033932
7325,7325,7325.0,36.0,12.69,245.72,B,B5,1,RENT,42000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,22.57,0,1996-05-01,3,12,7281,65.0,29,8845.75,8845.75,7325.0,1520.75,249.25,1.0,15.594520547945205,0.033545392491467575
4000,4000,4000.0,36.0,12.42,133.67,B,B4,5,RENT,135000.0,Verified,2011-12-01,Fully Paid,credit_card,12.12,0,2004-01-01,3,11,29311,85.7,21,4337.425225,4337.43,4000.0,337.43,3270.11,1.0,7.920547945205479,0.033417499999999996
10000,10000,10000.0,36.0,13.49,339.31,C,C1,5,RENT,65000.0,Not Verified,2011-12-01,Charged Off,small_business,6.92,1,1999-12-01,2,12,14292,69.5,17,9270.84,9270.84,6799.56,2011.75,339.31,1.0,12.008219178082191,0.033931
7750,7750,7750.0,36.0,17.27,277.36,D,D3,0,RENT,24000.0,Not Verified,2011-12-01,Charged Off,debt_consolidation,16.1,0,2004-09-01,1,4,2348,67.1,7,6934.0,6934.0,4935.39,1986.7,277.36,1.0,7.252054794520548,0.0357883870967742
20000,20000,20000.0,60.0,20.89,539.84,F,F1,6,RENT,70000.0,Source Verified,2011-12-01,Charged Off,debt_consolidation,16.63,0,2002-11-01,1,10,10470,79.9,24,5425.96,5425.96,1318.27,3034.08,591.09,1.0,9.087671232876712,0.026992000000000002
9600,9600,9600.0,36.0,12.42,320.79,B,B4,10,RENT,65000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,11.65,0,2002-08-01,0,6,11279,70.9,11,11338.81668,11338.82,9600.0,1738.82,3643.9,1.0,9.33972602739726,0.033415625000000004
21000,21000,21000.0,60.0,11.71,464.07,B,B3,3,RENT,60000.0,Not Verified,2011-12-01,Charged Off,debt_consolidation,6.62,0,1990-12-01,0,7,10543,79.9,11,3708.24,3708.24,2142.87,1565.37,464.07,1.0,21.013698630136986,0.02209857142857143
14000,14000,14000.0,36.0,10.65,456.03,B,B2,3,RENT,30000.0,Source Verified,2011-12-01,Fully Paid,credit_card,15.52,0,2006-09-01,0,7,15542,65.6,14,15200.41047,15200.41,14000.0,1200.41,10643.16,1.0,5.252054794520548,0.032573571428571424
13350,13350,13350.0,36.0,12.42,446.1,B,B4,10,RENT,43000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,20.57,0,1999-05-01,0,7,11531,95.3,15,16059.37,16059.37,13350.0,2709.37,449.39,1.0,12.594520547945205,0.033415730337078654
15000,15000,15000.0,36.0,16.77,533.08,D,D2,10,RENT,42000.0,Verified,2011-12-01,Charged Off,debt_consolidation,19.63,0,2001-08-01,2,10,8238,74.9,38,13373.77,13373.77,8365.66,3923.4,188.69,1.0,10.33972602739726,0.03553866666666667
15000,15000,15000.0,36.0,17.27,536.81,D,D3,8,RENT,75000.0,Source Verified,2011-12-01,Charged Off,debt_consolidation,16.03,0,1991-03-01,0,10,13505,75.9,17,10198.4,10198.4,6944.85,3238.39,536.81,1.0,20.767123287671232,0.03578733333333333
35000,35000,35000.0,36.0,10.65,1140.07,B,B2,2,MORTGAGE,168000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,3.17,1,2002-12-01,1,16,1099,1.4,22,38061.50488,38061.5,35000.0,3061.5,272.59,1.0,9.005479452054795,0.03257342857142857
9000,9000,9000.0,36.0,10.65,293.16,B,B2,9,MORTGAGE,74000.0,Source Verified,2011-12-01,Fully Paid,credit_card,8.89,0,1998-09-01,0,7,7388,71.7,10,10553.74,10553.74,9000.0,1553.74,6.65,1.0,13.257534246575343,0.032573333333333336
22475,22475,22425.0,60.0,15.27,537.87,C,C4,7,MORTGAGE,52000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,15.23,0,1989-09-01,1,7,18554,61.8,23,32080.69004,32009.32,22475.0,9605.69,4649.32,1.0,22.263013698630136,0.023931924360400446
16000,16000,16000.0,36.0,12.69,536.72,B,B5,1,RENT,58500.0,Source Verified,2011-12-01,Charged Off,debt_consolidation,20.64,0,1994-09-01,0,8,26224,89.3,10,12295.72,12295.72,9479.47,2778.95,528.58,1.0,17.26027397260274,0.033545
13500,13500,13500.0,36.0,12.69,452.86,B,B5,5,RENT,71000.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,11.97,0,1998-12-01,2,4,6681,77.7,11,16302.76,16302.76,13500.0,2802.76,456.95,1.0,13.008219178082191,0.033545185185185185
24000,24000,24000.0,36.0,12.69,805.08,B,B5,10,RENT,75000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,11.6,0,1996-05-01,0,10,21609,84.6,33,28982.71001,28982.71,24000.0,4982.71,819.13,1.0,15.594520547945205,0.033545
12000,12000,12000.0,36.0,10.65,390.88,B,B2,5,RENT,60000.0,Not Verified,2011-12-01,Fully Paid,credit_card,10.84,0,2002-06-01,1,12,11849,48.8,18,14071.63,14071.63,12000.0,2071.63,396.1,1.0,9.506849315068493,0.032573333333333336
8400,8400,8150.0,60.0,16.77,207.73,D,D2,5,RENT,87996.0,Not Verified,2011-12-01,Fully Paid,major_purchase,11.35,0,2003-09-01,0,8,9551,80.3,13,12290.64001,11924.85,8400.0,3890.64,2319.6,1.0,8.254794520547945,0.024729761904761904
28000,28000,27975.0,60.0,17.58,704.64,D,D4,5,MORTGAGE,140000.0,Verified,2011-12-01,Fully Paid,home_improvement,12.07,0,2006-07-01,1,13,2686,13.4,24,28411.15,28385.78,28000.0,411.15,28412.43,1.0,5.421917808219178,0.025165714285714284
14000,14000,14000.0,36.0,6.62,429.86,A,A2,10,RENT,66000.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,11.15,0,1999-09-01,1,7,12095,35.4,46,15451.16044,15451.16,14000.0,1451.16,2133.17,1.0,12.257534246575343,0.030704285714285715
12000,12000,12000.0,36.0,14.27,411.71,C,C2,8,MORTGAGE,70000.0,Not Verified,2011-12-01,Charged Off,other,8.4,0,2005-08-01,1,7,11546,86.2,12,4241.16,4241.16,2534.26,1163.48,411.71,1.0,6.336986301369863,0.03430916666666667
25000,25000,25000.0,36.0,11.71,826.9,B,B3,10,MORTGAGE,100000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,6.88,0,1986-12-01,1,8,21128,89.1,18,29279.4541,29279.45,25000.0,4279.45,1122.55,1.0,25.016438356164382,0.033076
9000,9000,9000.0,36.0,12.69,301.91,B,B5,5,RENT,50000.0,Source Verified,2011-12-01,Fully Paid,debt_consolidation,17.81,0,2001-12-01,1,13,12752,55.4,21,10868.48,10868.48,9000.0,1868.48,306.11,1.0,10.005479452054795,0.03354555555555556
13250,13250,13250.0,36.0,10.65,431.6,B,B2,4,RENT,35000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,24.93,0,2002-10-01,2,11,13392,58.7,25,15537.4,15537.4,13250.0,2287.4,437.68,1.0,9.172602739726027,0.032573584905660376
20000,20000,20000.0,36.0,13.49,678.61,C,C1,6,RENT,75000.0,Verified,2011-12-01,Fully Paid,debt_consolidation,22.38,0,1998-11-01,1,7,19548,90.8,17,23865.33884,23865.34,20000.0,3865.34,8269.74,1.0,13.09041095890411,0.0339305
3000,3000,3000.0,36.0,14.65,103.49,C,C3,5,RENT,71000.0,Verified,2011-12-01,Fully Paid,medical,21.84,0,2003-11-01,1,4,15072,88.7,14,3725.309999,3725.31,3000.0,725.31,107.29,1.0,8.087671232876712,0.03449666666666666
7350,7350,7350.0,36.0,10.65,239.42,B,B2,10,MORTGAGE,48000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,11.93,0,2006-02-01,0,5,15587,77.5,5,8618.839995,8618.84,7350.0,1268.84,249.88,1.0,5.832876712328767,0.032574149659863945
11500,11500,11500.0,36.0,15.27,400.18,C,C4,5,RENT,36000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,21.1,0,1998-08-01,1,7,8969,76.7,14,14406.18999,14406.19,11500.0,2906.19,416.2,1.0,13.342465753424657,0.034798260869565216
13650,13650,13650.0,36.0,12.42,456.12,B,B4,10,MORTGAGE,86000.0,Not Verified,2011-12-01,Charged Off,debt_consolidation,12.29,0,1994-05-01,1,12,16140,73.4,34,8203.29,8203.29,5810.73,1931.92,456.12,1.0,17.5972602739726,0.03341538461538462
10500,10500,10500.0,36.0,16.29,370.66,D,D1,3,RENT,30000.0,Source Verified,2011-12-01,Charged Off,debt_consolidation,15.0,0,2007-11-01,1,7,5379,55.5,8,2222.16,2222.16,1414.89,807.27,370.66,1.0,4.0849315068493155,0.035300952380952384
12000,12000,11975.0,36.0,9.91,386.7,B,B1,2,RENT,60000.0,Not Verified,2011-12-01,Fully Paid,debt_consolidation,15.5,0,2003-06-01,0,7,12168,85.7,21,13921.18,13892.18,12000.0,1921.18,395.05,1.0,8.506849315068493,0.032225
